      DATE     TIME    DEC_YEAR     MJD          E          N          U    E_HYDL    N_HYDL     U_HYDL    E_NTAL    N_NTAL    U_NTAL    E_NTOL    N_NTOL    U_NTOL    E_SLEL    N_SLEL    U_SLEL    E_sHAO    N_sHAO     U_sHAO    E_FULL    N_FULL     U_FULL  dE_GPS_HYDL  dN_GPS_HYDL  dU_GPS_HYDL  dE_GPS_NTAL  dN_GPS_NTAL  dU_GPS_NTAL  dE_GPS_NTOL  dN_GPS_NTOL  dU_GPS_NTOL  dE_GPS_SLEL  dN_GPS_SLEL  dU_GPS_SLEL  dE_GPS_sHAO  dN_GPS_sHAO  dU_GPS_sHAO  dE_GPS_FULL  dN_GPS_FULL  dU_GPS_FULL
2007-09-26 12:00:00 2007.735616 54369.5  18.952712 -66.952232  10.570625 -1.248248  0.182849  11.137308  0.173937  0.038626 -2.142882  0.015692  0.261656 -0.155441  0.002165 -0.067556  0.266046 -1.058618  0.483132   8.838985 -1.056452  0.415576   9.105031    20.200960   -67.135081    -0.566682    18.778775   -66.990859    12.713507    18.937020   -67.213888    10.726067    18.950547   -66.884676    10.304579    20.011330   -67.435364     1.731641    20.009164   -67.367808     1.465595
2007-09-27 12:00:00 2007.738356 54370.5  20.407304 -67.417596   4.303047 -1.238411  0.182877  11.341825  0.227116  0.133412 -1.649171 -0.317920  0.262815 -0.389577  0.006145 -0.054996  0.282503 -1.329215  0.579104   9.303077 -1.323070  0.524109   9.585580    21.645715   -67.600473    -7.038778    20.180188   -67.551007     5.952218    20.725225   -67.680411     4.692624    20.401159   -67.362600     4.020545    21.736519   -67.996700    -5.000030    21.730374   -67.941704    -5.282533
2007-09-28 12:00:00 2007.741096 54371.5  20.106257 -67.254309  -3.607801 -1.219194  0.198517  11.418691  0.235556  0.109073 -1.377024 -0.464967  0.165159 -0.763700  0.015143 -0.052090  0.265605 -1.448605  0.472749   9.277967 -1.433462  0.420659   9.543572    21.325451   -67.452826   -15.026492    19.870701   -67.363382    -2.230776    20.571224   -67.419469    -2.844101    20.091114   -67.202219    -3.873406    21.554861   -67.727058   -12.885768    21.539719   -67.674968   -13.151373
2007-09-29 12:00:00 2007.743836 54372.5  18.448137 -67.161768   2.446738 -1.300708  0.202254  11.111375  0.236460  0.052482 -1.184641 -0.332074  0.264883 -0.617635  0.031425 -0.046824  0.276528 -1.396323  0.519620   9.309100 -1.364898  0.472796   9.585628    19.748845   -67.364022    -8.664637    18.211677   -67.214250     3.631379    18.780211   -67.426651     3.064373    18.416712   -67.114944     2.170210    19.844459   -67.681388    -6.862362    19.813034   -67.634564    -7.138890
2007-09-30 12:00:00 2007.746575 54373.5  18.776441 -67.181502   2.928461 -1.338573  0.212222  11.152107  0.125954  0.131410 -0.793283 -0.041751  0.297726 -0.210135  0.030044 -0.031490  0.304537 -1.254370  0.641358  10.148689 -1.224327  0.609869  10.453225    20.115014   -67.393724    -8.223645    18.650487   -67.312911     3.721744    18.818192   -67.479228     3.138597    18.746397   -67.150012     2.623925    20.030811   -67.822860    -7.220227    20.000767   -67.791370    -7.524764
2007-10-01 12:00:00 2007.749315 54374.5  18.290458 -62.291119  -2.375026 -1.356610  0.211797  11.243191  0.040224  0.240142 -0.802954  0.076253  0.258286  0.063492  0.009580 -0.044605  0.328313 -1.240132  0.710224  10.503729 -1.230552  0.665619  10.832043    19.647068   -62.502915   -13.618217    18.250234   -62.531260    -1.572072    18.214204   -62.549404    -2.438518    18.280878   -62.246513    -2.703339    19.530590   -63.001342   -12.878755    19.521010   -62.956737   -13.207069
2007-10-02 12:00:00 2007.752055 54375.5  19.153150 -67.152185  12.641732 -1.347261  0.219278  11.397815  0.062783  0.289817 -1.050140  0.093320  0.218616  0.164261 -0.003033 -0.051838  0.321868 -1.191158  0.727711  10.511936 -1.194191  0.675873  10.833804    20.500411   -67.371462     1.243917    19.090367   -67.442002    13.691872    19.059830   -67.370801    12.477471    19.156183   -67.100347    12.319864    20.344308   -67.879896     2.129796    20.347341   -67.828057     1.807928
2007-10-03 12:00:00 2007.754795 54376.5  23.454951 -65.250450   3.956095 -1.327467  0.239736  11.555406  0.139072  0.363838 -1.322895 -0.060706 -0.064286 -0.070422 -0.000565 -0.038652  0.304475 -1.249101  0.539288  10.162089 -1.249666  0.500636  10.466564    24.782419   -65.490186    -7.599311    23.315879   -65.614288     5.278990    23.515657   -65.186163     4.026517    23.455517   -65.211798     3.651620    24.704052   -65.789738    -6.205994    24.704618   -65.751086    -6.510469
2007-10-04 12:00:00 2007.757534 54377.5  19.752252 -65.771719   4.063725 -1.311364  0.239786  11.702497  0.118103  0.463364 -0.459471 -0.092563 -0.079906 -0.302730  0.009005 -0.001716  0.311024 -1.285824  0.623244  10.940296 -1.276819  0.621528  11.251321    21.063617   -66.011505    -7.638773    19.634149   -66.235083     4.523196    19.844815   -65.691813     4.366455    19.743248   -65.770002     3.752701    21.038076   -66.394963    -6.876572    21.029072   -66.393247    -7.187596
2007-10-05 12:00:00 2007.760274 54378.5  19.463581 -67.751759   2.105922 -1.305452  0.244303  11.785186  0.058853  0.451322  0.477552 -0.090160  0.117134 -0.073269  0.006518  0.013341  0.328272 -1.336759  0.812760  12.189469 -1.330241  0.826100  12.517741    20.769033   -67.996063    -9.679264    19.404728   -68.203082     1.628370    19.553741   -67.868894     2.179192    19.457064   -67.765100     1.777650    20.800340   -68.564519   -10.083547    20.793822   -68.577860   -10.411819
2007-10-06 12:00:00 2007.763014 54379.5  18.842993 -66.186105  -4.094251 -1.295862  0.231989  11.702464  0.019824  0.304921  1.122865 -0.000422 -0.052923  0.099912 -0.014553  0.007362  0.342578 -1.276460  0.483987  12.925241 -1.291013  0.491349  13.267819    20.138855   -66.418094   -15.796714    18.823168   -66.491026    -5.217116    18.843415   -66.133181    -4.194163    18.857545   -66.193466    -4.436829    20.119453   -66.670092   -17.019492    20.134005   -66.677453   -17.362070
2007-10-07 12:00:00 2007.765753 54380.5  22.728626 -69.579950  10.051994 -1.294333  0.196943  11.472887  0.069407  0.086248  0.925829  0.014458  0.061944 -0.007504 -0.020261  0.006147  0.321713 -1.210468  0.345135  12.391213 -1.230730  0.351283  12.712926    24.022960   -69.776893    -1.420894    22.659219   -69.666198     9.126165    22.714168   -69.641894    10.059498    22.748888   -69.586097     9.730280    23.939095   -69.925085    -2.339219    23.959356   -69.931232    -2.660933
2007-10-08 12:00:00 2007.768493 54381.5  21.098381 -67.444170  14.435042 -1.267860  0.237609  10.957636  0.093898  0.152194 -0.027340  0.342925  0.044136 -0.017302 -0.003668  0.018151  0.332529 -0.831036  0.433939  10.912993 -0.834705  0.452091  11.245522    22.366240   -67.681779     3.477406    21.004483   -67.596364    14.462382    20.755455   -67.488306    14.452344    21.102049   -67.462321    14.102513    21.929417   -67.878109     3.522049    21.933085   -67.896261     3.189520
2007-10-09 12:00:00 2007.771233 54382.5  20.105108 -67.069588   7.688840 -1.248706  0.262238  10.978309  0.051272  0.404564  0.085336  0.406302  0.188039  0.332422  0.001511  0.031499  0.338099 -0.791131  0.854841  11.396068 -0.789620  0.886340  11.734167    21.353814   -67.331827    -3.289469    20.053836   -67.474153     7.603504    19.698806   -67.257627     7.356418    20.103597   -67.101088     7.350741    20.896240   -67.924430    -3.707227    20.894728   -67.955929    -4.045326
2007-10-10 12:00:00 2007.773973 54383.5  20.060503 -68.542776   6.072466 -1.223526  0.262292  10.875955  0.067943  0.270948  0.409888  0.257594  0.161390  0.279573  0.002894 -0.027562  0.353786 -0.897989  0.694629  11.565416 -0.895095  0.667068  11.919202    21.284030   -68.805068    -4.803489    19.992560   -68.813724     5.662578    19.802909   -68.704166     5.792893    20.057610   -68.515214     5.718680    20.958492   -69.237406    -5.492950    20.955598   -69.209844    -5.846736
2007-10-11 12:00:00 2007.776712 54384.5  21.981236 -65.969963   8.497399 -1.204220  0.207986  10.674886  0.055746  0.171851  0.860270  0.060348  0.021117 -0.121464  0.003172 -0.074875  0.354607 -1.088126  0.400955  11.413692 -1.084954  0.326080  11.768299    23.185456   -66.177949    -2.177487    21.925490   -66.141814     7.637129    21.920888   -65.991080     8.618863    21.978064   -65.895088     8.142791    23.069362   -66.370918    -2.916293    23.066190   -66.296043    -3.270900
2007-10-12 12:00:00 2007.779452 54385.5  21.407224 -67.679723   8.495584 -1.212624  0.158702  10.607264  0.020031  0.073512  1.392943  0.151192 -0.048510 -0.200166  0.005030 -0.113159  0.346649 -1.041401  0.183705  11.800040 -1.036371  0.070546  12.146689    22.619848   -67.838425    -2.111680    21.387193   -67.753236     7.102641    21.256032   -67.631214     8.695750    21.402194   -67.566564     8.148934    22.448625   -67.863428    -3.304456    22.443595   -67.750269    -3.651105
